TermName,DistrictName,District_StateID,SchoolName,School_StateID,StudentID,Student_StateID,Subject,Course,GrowthMeasureYN,NormsReferenceData,WISelectedAYFall,WISelectedAYWinter,WISelectedAYSpring,WIPreviousAYFall,WIPreviousAYWinter,WIPreviousAYSpring,TestType,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,FallToFallProjectedGrowth,FallToFallObservedGrowth,FallToFallObservedGrowthSE,FallToFallMetProjectedGrowth,FallToFallConditionalGrowthIndex,FallToFallConditionalGrowthPercentile,FallToFallGrowthQuintile,FallToWinterProjectedGrowth,FallToWinterObservedGrowth,FallToWinterObservedGrowthSE,FallToWinterMetProjectedGrowth,FallToWinterConditionalGrowthIndex,FallToWinterConditionalGrowthPercentile,FallToWinterGrowthQuintile,FallToSpringProjectedGrowth,FallToSpringObservedGrowth,FallToSpringObservedGrowthSE,FallToSpringMetProjectedGrowth,FallToSpringConditionalGrowthIndex,FallToSpringConditionalGrowthPercentile,FallToSpringGrowthQuintile,WinterToWinterProjectedGrowth,WinterToWinterObservedGrowth,WinterToWinterObservedGrowthSE,WinterToWinterMetProjectedGrowth,WinterToWinterConditionalGrowthIndex,WinterToWinterConditionalGrowthPercentile,WinterToWinterGrowthQuintile,WinterToSpringProjectedGrowth,WinterToSpringObservedGrowth,WinterToSpringObservedGrowthSE,WinterToSpringMetProjectedGrowth,WinterToSpringConditionalGrowthIndex,WinterToSpringConditionalGrowthPercentile,WinterToSpringGrowthQuintile,SpringToSpringProjectedGrowth,SpringToSpringObservedGrowth,SpringToSpringObservedGrowthSE,SpringToSpringMetProjectedGrowth,SpringToSpringConditionalGrowthIndex,SpringToSpringConditionalGrowthPercentile,SpringToSpringGrowthQuintile,LexileScore,LexileMin,LexileMax,QuantileScore,QuantileMin,QuantileMax,Goal1Name,Goal1RitScore,Goal1StdErr,Goal1Range,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2StdErr,Goal2Range,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3StdErr,Goal3Range,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4StdErr,Goal4Range,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5StdErr,Goal5Range,Goal5Adjective,Goal6Name,Goal6RitScore,Goal6StdErr,Goal6Range,Goal6Adjective,Goal7Name,Goal7RitScore,Goal7StdErr,Goal7Range,Goal7Adjective,Goal8Name,Goal8RitScore,Goal8StdErr,Goal8Range,Goal8Adjective,TypicalFallToFallGrowth,TypicalFallToWinterGrowth,TypicalFallToSpringGrowth,TypicalWinterToWinterGrowth,TypicalWinterToSpringGrowth,TypicalSpringToSpringGrowth,ProjectedProficiencyStudy1,ProjectedProficiencyLevel1,ProjectedProficiencyStudy2,ProjectedProficiencyLevel2,ProjectedProficiencyStudy3,ProjectedProficiencyLevel3,ProjectedProficiencyStudy4,ProjectedProficiencyLevel4,ProjectedProficiencyStudy5,ProjectedProficiencyLevel5,ProjectedProficiencyStudy6,ProjectedProficiencyLevel6,ProjectedProficiencyStudy7,ProjectedProficiencyLevel7,ProjectedProficiencyStudy8,ProjectedProficiencyLevel8,ProjectedProficiencyStudy9,ProjectedProficiencyLevel9,ProjectedProficiencyStudy10,ProjectedProficiencyLevel10
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532000258","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 3-5: for use with NGSS 2013","962234188","08/28/2024","11:16:06","76","230","3.34","99","High","58","0.0000","5","13","4.70","Yes","1.36","91","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","225","5.7","219-231","High","Physical Science","235","5.8","229-241","High","Earth and Space Science","230","6.2","224-236","High","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532100794","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","969226602","09/13/2024","09:22:10","15","182","3.42","2","Low","45","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","179","6.0","173-185","Low","Physical Science","182","6.0","176-188","Low","Earth and Space Science","186","6.0","180-192","Low","","","","","","","","","","","","","","","","","","","","","","","","","","2","6","7","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532100801","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","959369850","08/20/2024","12:52:52","28","212","3.12","43","Avg","51","0.0000","5","11","4.46","Yes","0.91","82","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","675Q","625Q","725Q","Operations and Algebraic Thinking","206","6.5","199-213","LoAvg","The Real and Complex Number Systems","218","6.5","212-224","Avg","Geometry","206","6.3","200-212","LoAvg","Statistics and Probability","218","6.4","212-224","Avg","","","","","","","","","","","","","","","","","","","","","7","5","8","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532100801","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","959369829","08/20/2024","13:25:57","68","221","3.30","74","HiAvg","53","0.0000","5","5","4.65","Yes*","-0.04","48","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1095L","995L","1145L","","","","Literary Text","223","5.8","217-229","HiAvg","Informational Text","220","5.6","214-226","HiAvg","Vocabulary","221","5.8","215-227","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","","","","ACT College Readiness","On Track 24","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532100801","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","970759077","09/11/2024","09:06:10","36","216","3.32","85","High","55","0.0000","4","14","4.74","Yes","1.64","95","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","225","6.0","219-231","High","Physical Science","213","6.0","207-219","HiAvg","Earth and Space Science","208","5.9","202-214","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532100819","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","959369820","08/20/2024","12:54:22","23","208","3.13","34","LoAvg","53","2.3256","5","5","4.58","Yes*","-0.05","48","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","610Q","560Q","660Q","Operations and Algebraic Thinking","204","6.6","197-211","LoAvg","The Real and Complex Number Systems","220","6.7","213-227","HiAvg","Geometry","205","6.4","199-211","LoAvg","Statistics and Probability","202","6.6","195-209","LoAvg","","","","","","","","","","","","","","","","","","","","","7","5","8","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532100819","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","959369832","08/20/2024","13:22:40","32","208","3.37","45","Avg","45","0.0000","6","12","4.75","Yes","0.78","78","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","845L","745L","895L","","","","Literary Text","198","6.9","191-205","LoAvg","Informational Text","197","6.7","190-204","LoAvg","Vocabulary","230","8.2","222-238","High","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","5","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532100819","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","970759069","09/11/2024","09:10:48","31","207","3.26","60","Avg","48","0.0000","4","10","4.62","Yes","0.97","83","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","206","5.7","200-212","Avg","Physical Science","213","5.9","207-219","HiAvg","Earth and Space Science","203","5.8","197-209","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","4","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532101312","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","981267141","09/25/2024","09:11:10","79","220","3.20","76","HiAvg","56","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","815Q","765Q","865Q","Operations and Algebraic Thinking","218","6.9","211-225","HiAvg","Number and Operations","213","6.3","207-219","Avg","Measurement and Data","229","7.0","222-236","High","Geometry","219","6.7","212-226","HiAvg","","","","","","","","","","","","","","","","","","","","","6","5","10","","","","ACT College Readiness","On Track 24","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532101312","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","974377908","09/13/2024","10:41:26","121","224","3.33","88","High","55","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1150L","1050L","1200L","","","","Literary Text","226","5.7","220-232","High","Informational Text","225","6.0","219-231","High","Vocabulary","222","5.7","216-228","High","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","4","","","","ACT College Readiness","On Track 24","HI-Smarter Balanced Assessment Consortia","Level 4","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532101312","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 3-5: for use with NGSS 2013","974377910","09/20/2024","10:39:42","47","216","3.31","91","High","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","211","5.8","205-217","HiAvg","Physical Science","225","6.1","219-231","High","Earth and Space Science","213","6.1","207-219","High","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","4","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532101544","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","967977982","08/29/2024","11:12:33","133","213","3.23","82","High","53","0.0000","12","30","4.53","Yes","2.93","99","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","695Q","645Q","745Q","Operations and Algebraic Thinking","203","7.1","196-210","Avg","Number and Operations","224","6.9","217-231","High","Measurement and Data","201","7.3","194-208","Avg","Geometry","222","7.2","215-229","High","","","","","","","","","","","","","","","","","","","","","10","6","11","","","","","","HI-Smarter Balanced Assessment Consortia","Level 4","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532101544","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","961192218","08/27/2024","08:57:03","165","231","3.34","98","High","50","0.0000","9","26","4.85","Yes","2.19","99","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1285L","1185L","1335L","","","","Literary Text","230","5.9","224-236","High","Informational Text","230","5.8","224-236","High","Vocabulary","233","5.7","227-239","High","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","4","","","","","","HI-Smarter Balanced Assessment Consortia","Level 4","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532101586","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","964824636","09/09/2024","09:30:00","17","159","3.26","47","Avg","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM240Q","EM290Q","EM190Q","Operations and Algebraic Thinking","163","6.6","156-170","Avg","Number and Operations","161","6.8","154-168","Avg","Measurement and Data","154","6.6","147-161","LoAvg","Geometry","158","6.4","152-164","Avg","","","","","","","","","","","","","","","","","","","","","15","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532101586","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","964824649","09/09/2024","09:02:08","19","150","3.25","32","LoAvg","50","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR275L","BR375L","BR225L","","","","Foundational Skills","151","6.5","144-158","LoAvg","Language and Writing","153","6.6","146-160","Avg","Literature and Informational Text","142","7.1","135-149","Low","Vocabulary Use and Functions","153","6.5","147-159","Avg","","","","","","","","","","","","","","","","","","","","","16","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532200595","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","969759326","09/12/2024","12:14:14","24","176","3.28","53","Avg","44","6.9767","15","12","4.62","No*","-0.42","34","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55Q","5Q","105Q","Operations and Algebraic Thinking","167","7.1","160-174","LoAvg","Number and Operations","185","6.5","178-192","HiAvg","Measurement and Data","174","6.8","167-181","Avg","Geometry","175","6.9","168-182","Avg","","","","","","","","","","","","","","","","","","","","","13","9","14","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532200595","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","969759298","09/12/2024","08:56:31","26","179","3.26","67","HiAvg","51","0.0000","16","27","4.60","Yes","1.26","90","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285L","185L","335L","","","","Foundational Skills","172","6.5","166-178","Avg","Language and Writing","185","6.6","178-192","HiAvg","Literature and Informational Text","180","6.9","173-187","HiAvg","Vocabulary Use and Functions","179","6.6","172-186","HiAvg","","","","","","","","","","","","","","","","","","","","","15","8","12","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532200850","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","980612652","09/27/2024","08:58:51","32","181","3.28","68","HiAvg","55","0.0000","15","14","4.62","No*","-0.15","44","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140Q","90Q","190Q","Operations and Algebraic Thinking","176","7.0","169-183","Avg","Number and Operations","176","6.7","169-183","Avg","Measurement and Data","190","6.9","183-197","High","Geometry","181","6.4","175-187","HiAvg","","","","","","","","","","","","","","","","","","","","","13","9","14","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532201337","","Language Arts","Language Usage","TRUE","2020","4","","","","","","Survey With Goals","Growth: Language 2-12 CCSS 2010 V2","977862030","10/21/2024","12:30:40","53","202","3.25","82","High","51","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Writing: Write, Revise Texts for Purpose and Audience","209","5.9","203-215","High","Language: Understand, Edit for Grammar, Usage","203","5.8","197-209","High","Language: Understand, Edit for Mechanics","196","5.7","190-202","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","8","6","8","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532201337","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","966630261","09/05/2024","09:51:45","59","201","3.30","82","High","51","0.0000","12","6","4.65","No","-0.93","18","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485Q","435Q","535Q","Operations and Algebraic Thinking","192","7.3","185-199","Avg","Number and Operations","194","7.2","187-201","HiAvg","Measurement and Data","193","7.5","185-201","HiAvg","Geometry","221","7.8","213-229","High","","","","","","","","","","","","","","","","","","","","","11","7","12","","","","","","HI-Smarter Balanced Assessment Consortia","Level 4","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532201337","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","966630322","09/03/2024","13:54:08","102","206","3.31","88","High","50","0.0000","15","19","4.65","Yes*","0.46","68","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805L","705L","855L","","","","Literary Text","207","5.7","201-213","High","Informational Text","205","5.9","199-211","High","Vocabulary","205","5.7","199-211","High","","","","","","","","","","","","","","","","","","","","","","","","","","9","5","8","","","","","","HI-Smarter Balanced Assessment Consortia","Level 4","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532201783","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","969226592","09/13/2024","09:56:04","46","223","3.18","56","Avg","51","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865Q","815Q","915Q","Operations and Algebraic Thinking","223","6.6","216-230","Avg","The Real and Complex Number Systems","229","6.5","223-235","HiAvg","Geometry","217","6.5","210-224","Avg","Statistics and Probability","224","6.3","218-230","Avg","","","","","","","","","","","","","","","","","","","","","6","4","7","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532201783","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","969226570","09/13/2024","09:22:19","27","216","3.33","54","Avg","48","12.5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000L","900L","1050L","","","","Literary Text","208","6.0","202-214","LoAvg","Informational Text","219","5.7","213-225","HiAvg","Vocabulary","219","5.8","213-225","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532201783","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","969226573","09/13/2024","10:48:56","26","215","3.43","75","HiAvg","40","10.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","205","7.0","198-212","Avg","Physical Science","228","6.2","222-234","High","Earth and Space Science","210","6.3","204-216","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532300578","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","969759333","09/12/2024","12:14:13","52","179","3.27","62","HiAvg","49","6.9767","15","5","4.64","No","-1.32","9","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105Q","55Q","155Q","Operations and Algebraic Thinking","187","6.9","180-194","HiAvg","Number and Operations","180","6.8","173-187","HiAvg","Measurement and Data","181","6.7","174-188","HiAvg","Geometry","168","7.0","161-175","LoAvg","","","","","","","","","","","","","","","","","","","","","13","9","14","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532300578","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","969759315","09/12/2024","08:55:42","24","177","3.32","62","HiAvg","53","0.0000","17","20","4.67","Yes*","0.38","65","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245L","145L","295L","","","","Foundational Skills","168","6.7","161-175","LoAvg","Language and Writing","181","6.7","174-188","HiAvg","Literature and Informational Text","178","6.7","171-185","HiAvg","Vocabulary Use and Functions","182","6.9","175-189","HiAvg","","","","","","","","","","","","","","","","","","","","","15","8","13","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532300586","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","969759340","09/12/2024","12:14:09","16","159","3.28","11","Low","42","2.3256","15","-5","4.66","No","-2.67","1","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM240Q","EM290Q","EM190Q","Operations and Algebraic Thinking","159","6.7","152-166","Low","Number and Operations","157","6.5","150-164","Low","Measurement and Data","160","6.6","153-167","Low","Geometry","162","6.6","155-169","Low","","","","","","","","","","","","","","","","","","","","","14","10","16","","","","","","HI-Smarter Balanced Assessment Consortia","Level 1","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532300586","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","969759299","09/12/2024","08:55:31","26","175","3.27","57","Avg","56","6.9767","16","23","4.63","Yes","0.80","79","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210L","110L","260L","","","","Foundational Skills","145","10.9","134-156","Low","Language and Writing","169","7.1","162-176","Avg","Literature and Informational Text","186","8.4","178-194","HiAvg","Vocabulary Use and Functions","199","10.6","188-210","High","","","","","","","","","","","","","","","","","","","","","15","9","13","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532400452","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","964824655","09/09/2024","09:33:21","23","155","3.28","34","LoAvg","49","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM310Q","EM360Q","EM260Q","Operations and Algebraic Thinking","156","6.4","150-162","LoAvg","Number and Operations","155","6.6","148-162","LoAvg","Measurement and Data","154","6.6","147-161","LoAvg","Geometry","156","6.7","149-163","LoAvg","","","","","","","","","","","","","","","","","","","","","15","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532400452","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","964824653","09/09/2024","09:01:55","26","142","3.26","14","Low","48","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR400L","BR400L","BR380L","","","","Foundational Skills","145","6.3","139-151","LoAvg","Language and Writing","133","7.1","126-140","Low","Literature and Informational Text","151","7.0","144-158","LoAvg","Vocabulary Use and Functions","140","6.8","133-147","Low","","","","","","","","","","","","","","","","","","","","","15","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532400890","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","966630338","09/05/2024","08:45:31","64","174","3.25","87","High","55","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20Q","EM30Q","70Q","Operations and Algebraic Thinking","176","6.6","169-183","High","Number and Operations","173","6.5","167-179","High","Measurement and Data","178","6.7","171-185","High","Geometry","170","6.7","163-177","HiAvg","","","","","","","","","","","","","","","","","","","","","15","9","15","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532400890","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","967977988","09/04/2024","08:37:03","36","154","3.27","44","Avg","48","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR195L","BR295L","BR145L","","","","Foundational Skills","146","6.6","139-153","LoAvg","Language and Writing","159","6.6","152-166","Avg","Literature and Informational Text","153","6.4","147-159","Avg","Vocabulary Use and Functions","156","6.4","150-162","Avg","","","","","","","","","","","","","","","","","","","","","16","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3532401054","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","961192270","08/28/2024","09:53:48","41","177","3.22","20","Low","47","0.0000","13","-1","4.59","No","-2.11","2","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70Q","20Q","120Q","Operations and Algebraic Thinking","180","6.5","173-187","LoAvg","Number and Operations","177","6.6","170-184","LoAvg","Measurement and Data","173","6.6","166-180","Low","Geometry","176","6.3","170-182","Low","","","","","","","","","","","","","","","","","","","","","12","8","13","","","","","","HI-Smarter Balanced Assessment Consortia","Level 1","","","","","","","","","","","","","","","",""
